Actual,PredictedProb,Odds,Score
0,0.34292827535657333,0.5219038690831969,431.0
0,0.15742482633542634,0.18683772232541074,505.0
0,0.2737053245797684,0.3768516193808023,454.0
0,0.9777891776981066,44.023096687183546,111.0
0,0.16143721377965956,0.19251654906760957,503.0
0,0.29249827495115627,0.4134241155821395,448.0
0,0.2171856195977359,0.2774420412232731,476.0
0,0.2751413514957617,0.37957931806914613,454.0
0,0.3298408745859444,0.49218291906739814,435.0
0,0.36153883835052636,0.5662659846316815,425.0
0,0.551483745655522,1.2295736003180857,369.0
0,0.35533157869756804,0.5511850231157391,427.0
0,0.3712059931113584,0.5903459464382241,422.0
0,0.3286175140996379,0.48946393598418514,435.0
0,0.3592035308951271,0.5605579122445816,426.0
1,0.27547308577692114,0.38021097680313937,454.0
0,0.2351766146773947,0.307491401532128,469.0
0,0.3070098013303584,0.44302185214125134,443.0
0,0.34067258077387563,0.5166971232194999,432.0
0,0.32520226646429606,0.4819255464305578,437.0
0,0.35538593441274724,0.5513158235059384,427.0
0,0.4133024636031956,0.7044557680291068,409.0
0,0.18794267279807528,0.23144015391827355,489.0
0,0.21153175678289943,0.2682818979744949,479.0
0,0.44050372727940756,0.7873220050911605,401.0
0,0.39412936426606354,0.6505173563802529,415.0
0,0.3757780255040843,0.6019942277865821,421.0
0,0.2511789874373564,0.3354326110291192,463.0
0,0.5224682869570756,1.0941017584524526,377.0
1,0.9916218443343414,118.3580114653304,40.0
0,0.14964581230712515,0.17598056724237973,509.0
0,0.35497726042680644,0.5503329396754169,427.0
0,0.39948745526551216,0.6652441464684847,413.0
0,0.3461838620628326,0.5294819781522452,430.0
0,0.4501573728812205,0.8187022080119216,398.0
0,0.845105537134366,5.4560087010177245,262.0
0,0.2406746639198475,0.31695855845173915,467.0
0,0.24719014298846403,0.32835667690344295,464.0
0,0.3767979659935788,0.6046160722089305,420.0
0,0.38271489774090567,0.6199969776368714,418.0
0,0.17417260493658757,0.2109067899390931,496.0
1,0.997614628617884,418.221932273252,-52.0
0,0.1250013931317417,0.14285896246068217,524.0
0,0.22328234983887982,0.28746913346511793,474.0
0,0.511296009109654,1.0462284299707656,381.0
0,0.22667279845499116,0.2931137014217629,472.0
0,0.3868689713964984,0.6309727502743595,417.0
0,0.4840035043915903,0.9379976579509582,389.0
1,0.9955604379890017,224.24744502333084,-7.0
1,0.4483382973948604,0.8127051330147627,399.0
0,0.21945588518165587,0.2811575681827155,475.0
0,0.9297727464457787,13.23948608823092,198.0
1,0.9537248220914178,20.609857491537397,166.0
0,0.18957883074260384,0.23392630638747802,489.0
0,0.2224406395684661,0.2860754443815259,474.0
0,0.31685251545269527,0.4638127529118564,439.0
0,0.46580905198773337,0.8719897888966793,394.0
0,0.5991283557805578,1.4945640691228022,355.0
0,0.34456384559890335,0.5257016160692993,430.0
0,0.13985205589215052,0.1625906994839195,515.0
0,0.216298138461203,0.27599543790351866,477.0
0,0.5848160794001285,1.408571118445933,359.0
0,0.4699465399777046,0.886602155107029,393.0
0,0.3034539333124675,0.4356552248662623,444.0
0,0.4356406296032713,0.7719206102612034,403.0
0,0.3540935743287414,0.5482118775343494,427.0
0,0.6132787787611643,1.5858420616188753,351.0
0,0.48242006524357006,0.9320687160536741,389.0
0,0.31301688282371565,0.45563984761417864,441.0
0,0.43371955938388895,0.7659094827856029,403.0
0,0.8465301908673514,5.515939556135563,261.0
0,0.2819513823750258,0.3926633593524787,451.0
0,0.3271950078017813,0.48631477411122515,436.0
0,0.29913950664463507,0.4268174757753953,445.0
0,0.17519324959860127,0.21240520826647225,496.0
0,0.1302976732525651,0.1498187014629019,521.0
0,0.14972032726734383,0.1760836252690457,509.0
0,0.496063716116931,0.9843778508952042,385.0
0,0.35997319447562004,0.5624345595661273,425.0
0,0.26775040870692157,0.36565456900303833,456.0
0,0.4666314226711454,0.8748761035156339,394.0
0,0.2329740588815047,0.3037368704137652,470.0
0,0.3736816808942401,0.596632206811023,421.0
0,0.23591906247468203,0.3087618744144691,469.0
0,0.6132097454856722,1.5853805475415803,351.0
0,0.20893753505768806,0.264122675916528,480.0
0,0.17419576454203908,0.21094074971102136,496.0
0,0.3082629149013911,0.4456359526502001,442.0
0,0.22158186668634094,0.2846566096078543,475.0
0,0.259864623272939,0.35110417829516755,459.0
0,0.5558658933809818,1.2515721830339142,368.0
0,0.47843125545349646,0.917292802638098,390.0
0,0.5776002990826882,1.367425918693437,361.0
0,0.3491345815363287,0.5364159342809146,429.0
0,0.3432525857772049,0.5226554050211454,431.0
1,0.8513545666803025,5.727418243985077,258.0
0,0.33166990929777346,0.4962666112329042,434.0
0,0.12180764761084259,0.13870269682884395,526.0
0,0.2958143277590616,0.4200800150018505,446.0
0,0.35421482652815806,0.5485025687781647,427.0
0,0.26697663788016124,0.3642130001260647,457.0
0,0.25206730295684493,0.3370186969407234,462.0
0,0.24514859227724903,0.3247640393449323,465.0
0,0.7487386150688485,2.979919159778617,305.0
0,0.45325807986774225,0.8290165125039222,397.0
0,0.517812316504543,1.0738812587472935,379.0
0,0.3160352633264211,0.4620636801590672,440.0
0,0.3568641852688051,0.5548815306110111,426.0
0,0.4712842574122806,0.8913754962272372,392.0
0,0.21973609090102678,0.2816176531281215,475.0
0,0.41390353211180875,0.7062037647201254,409.0
0,0.3988694874348813,0.6635322597963665,413.0
0,0.28857725868956585,0.4056340090534767,449.0
0,0.38919956322448224,0.637195947794519,416.0
0,0.36242663294874444,0.5684469453687333,425.0
0,0.33792519600612836,0.5104033471257974,432.0
0,0.21187343120326899,0.26883173286080925,479.0
0,0.40258150517886093,0.6738685003372547,412.0
0,0.2181674843876693,0.2790463175054835,476.0
0,0.30102540887934137,0.43066716974176483,445.0
0,0.33210297570483915,0.4972367949315407,434.0
0,0.45388684616055197,0.8311223470255219,397.0
0,0.4933103458695956,0.9735946685476126,386.0
0,0.6408675887562428,1.7844883076321982,342.0
0,0.14513570675505327,0.169776311751352,512.0
0,0.24659152083972766,0.3273012285640474,464.0
0,0.32440412007663655,0.4801748052599662,437.0
0,0.13660391895110732,0.15821697822065012,517.0
0,0.9435467678766915,16.713777624206525,181.0
0,0.22224395217267706,0.2857502076563982,474.0
0,0.8586656205259949,6.0754193262929705,254.0
0,0.3027964049126791,0.43430126730020024,444.0
0,0.40114296435358937,0.6698476271896726,413.0
1,0.3160532306844294,0.46210208873521796,440.0
0,0.49082176207433853,0.9639488208959885,387.0
0,0.3777722669401572,0.6071286232814456,420.0
0,0.4306860998956289,0.7565002361907414,404.0
0,0.4371938387510768,0.7768106834170043,402.0
0,0.17918947994049184,0.21830797189039527,494.0
1,0.9999999999998122,5323403814857.742,-1730.0
0,0.6937168715839842,2.264952938059742,325.0
0,0.2977221358485479,0.4239378044590362,446.0
0,0.2123340246632833,0.2695736915289674,478.0
0,0.3894334874971644,0.6378232011133361,416.0
0,0.2713645878694654,0.3724284921535636,455.0
0,0.17767149021647644,0.21605901790179707,494.0
0,0.4972496613821303,0.989058829376701,385.0
0,0.30836095753019044,0.4458408773875002,442.0
0,0.3304267085054453,0.4934884839386287,435.0
0,0.3980700352031569,0.6613228423301858,414.0
0,0.2672927803149093,0.3648016194378277,457.0
0,0.4273925402295797,0.7463970874583739,405.0
0,0.2848661169308347,0.39833956085015115,450.0
0,0.20737730122299222,0.26163432051967345,481.0
0,0.2935845015094696,0.4155974807132648,447.0
0,0.47353074235404147,0.8994461413974578,392.0
0,0.2741827896846544,0.37775735514115233,454.0
0,0.33896918458298575,0.5127887787941406,432.0
0,0.6003945666986717,1.502468476813566,355.0
0,0.28687342131327415,0.4022755985922896,450.0
1,0.9299341038724619,13.272278744280108,197.0
0,0.3369609506366348,0.5082067956030296,433.0
